============================================
   BATTERY PERFORMANCE TEST REPORT
============================================
App Tested     : msedge.exe
Test Duration  : 1090 seconds
Test Date/Time : 2026-04-24 16:58:05

--- SYSTEM METRICS SUMMARY ---
Average CPU Usage  : 0.13%
Peak CPU Usage     : 12.5%
Average Memory     : 25.93 MB
Peak Memory        : 27.09765625 MB
Battery (Start)    : 100%
Battery (End)      : 100%
Battery Drain      : 0%

--- IMPACT SCORES ---
CPU Impact     : Low
Memory Impact  : Low
Battery Impact : Low
OVERALL SCORE  : 🟢 Low Impact

--- RECOMMENDATION ---
This app is battery-friendly. Safe to run in the background.

--- RAW READINGS ---
Timestamp   | CPU (%)  | Memory (MB) | Battery (%)
16:45:54    |      0.0 |        25.9 | 100.0      
16:45:57    |      0.0 |        26.0 | 100.0      
16:46:00    |      0.0 |        26.0 | 100.0      
16:46:03    |      0.0 |        26.0 | 100.0      
16:46:06    |      0.0 |        26.0 | 100.0      
16:46:09    |      0.0 |        26.0 | 100.0      
16:46:12    |      1.6 |        26.0 | 100.0      
16:46:15    |      0.0 |        26.0 | 100.0      
16:46:18    |      0.0 |        26.0 | 100.0      
16:46:21    |      0.0 |        26.0 | 100.0      
16:46:24    |      0.0 |        26.0 | 100.0      
16:46:27    |      0.0 |        26.0 | 100.0      
16:46:30    |      0.0 |        26.0 | 100.0      
16:46:33    |      0.0 |        26.0 | 100.0      
16:46:36    |      0.0 |        26.0 | 100.0      
16:46:39    |      0.0 |        26.0 | 100.0      
16:46:42    |      0.0 |        26.0 | 100.0      
16:46:45    |      0.0 |        26.0 | 100.0      
16:46:48    |      0.0 |        26.0 | 100.0      
16:46:51    |      0.0 |        26.1 | 100.0      
16:46:54    |      0.0 |        26.1 | 100.0      
16:46:57    |      0.0 |        26.1 | 100.0      
16:47:00    |      0.0 |        26.1 | 100.0      
16:47:03    |      0.0 |        26.1 | 100.0      
16:47:06    |      0.0 |        26.1 | 100.0      
16:47:09    |      0.0 |        26.1 | 100.0      
16:47:12    |      0.0 |        26.1 | 100.0      
16:47:15    |      0.0 |        26.0 | 100.0      
16:47:18    |      0.0 |        26.1 | 100.0      
16:47:21    |      1.6 |        26.1 | 100.0      
16:47:24    |      0.0 |        26.1 | 100.0      
16:47:27    |      0.0 |        26.1 | 100.0      
16:47:30    |      0.0 |        26.1 | 100.0      
16:47:33    |      0.0 |        26.1 | 100.0      
16:47:36    |      0.0 |        26.1 | 100.0      
16:47:39    |      0.0 |        26.1 | 100.0      
16:47:42    |      0.0 |        26.1 | 100.0      
16:47:45    |      0.0 |        26.1 | 100.0      
16:47:48    |      0.0 |        26.1 | 100.0      
16:47:51    |      0.0 |        26.1 | 100.0      
16:47:54    |      0.0 |        26.1 | 100.0      
16:47:57    |      0.0 |        26.1 | 100.0      
16:48:00    |      0.0 |        26.1 | 100.0      
16:48:04    |      0.0 |        26.1 | 100.0      
16:48:07    |      0.0 |        26.1 | 100.0      
16:48:10    |      3.1 |        26.1 | 100.0      
16:48:13    |      0.0 |        26.1 | 100.0      
16:48:16    |      0.0 |        26.1 | 100.0      
16:48:19    |      0.0 |        26.1 | 100.0      
16:48:22    |      0.0 |        26.1 | 100.0      
16:48:25    |      1.5 |        26.1 | 100.0      
16:48:28    |      0.0 |        26.1 | 100.0      
16:48:31    |      0.0 |        26.1 | 100.0      
16:48:34    |      0.0 |        26.1 | 100.0      
16:48:37    |      0.0 |        26.2 | 100.0      
16:48:40    |      0.0 |        26.2 | 100.0      
16:48:43    |      0.0 |        26.2 | 100.0      
16:48:46    |      0.0 |        26.2 | 100.0      
16:48:49    |      0.0 |        26.2 | 100.0      
16:48:52    |      0.0 |        26.2 | 100.0      
16:48:55    |      0.0 |        26.2 | 100.0      
16:48:58    |      1.6 |        26.2 | 100.0      
16:49:01    |      0.0 |        26.2 | 100.0      
16:49:04    |      0.0 |        26.2 | 100.0      
16:49:07    |      1.6 |        26.2 | 100.0      
16:49:10    |      0.0 |        26.2 | 100.0      
16:49:13    |      0.0 |        26.2 | 100.0      
16:49:16    |      0.0 |        26.2 | 100.0      
16:49:19    |      0.0 |        26.2 | 100.0      
16:49:22    |      0.0 |        26.2 | 100.0      
16:49:25    |      1.6 |        26.2 | 100.0      
16:49:28    |      0.0 |        26.2 | 100.0      
16:49:31    |      0.0 |        26.2 | 100.0      
16:49:34    |      0.0 |        26.2 | 100.0      
16:49:37    |      0.0 |        26.2 | 100.0      
16:49:40    |      0.0 |        26.2 | 100.0      
16:49:43    |      0.0 |        26.2 | 100.0      
16:49:46    |      0.0 |        26.2 | 100.0      
16:49:49    |      0.0 |        26.2 | 100.0      
16:49:52    |      0.0 |        26.3 | 100.0      
16:49:55    |      0.0 |        26.3 | 100.0      
16:49:58    |      0.0 |        26.3 | 100.0      
16:50:01    |      0.0 |        26.3 | 100.0      
16:50:04    |      0.0 |        26.3 | 100.0      
16:50:07    |      3.1 |        26.3 | 100.0      
16:50:10    |      0.0 |        26.3 | 100.0      
16:50:13    |      0.0 |        26.3 | 100.0      
16:50:16    |      0.0 |        26.3 | 100.0      
16:50:19    |      0.0 |        26.3 | 100.0      
16:50:22    |      0.0 |        26.4 | 100.0      
16:50:25    |      0.0 |        26.4 | 100.0      
16:50:28    |      0.0 |        26.4 | 100.0      
16:50:31    |      0.0 |        26.4 | 100.0      
16:50:34    |      0.0 |        26.4 | 100.0      
16:50:37    |      0.0 |        26.4 | 100.0      
16:50:40    |      0.0 |        26.4 | 100.0      
16:50:43    |      0.0 |        26.4 | 100.0      
16:50:46    |      0.0 |        26.4 | 100.0      
16:50:49    |      0.0 |        26.4 | 100.0      
16:50:52    |      0.0 |        26.4 | 100.0      
16:50:55    |      0.0 |        26.4 | 100.0      
16:50:58    |      0.0 |        26.4 | 100.0      
16:51:01    |      0.0 |        26.4 | 100.0      
16:51:04    |      0.0 |        26.4 | 100.0      
16:51:07    |      0.0 |        26.4 | 100.0      
16:51:10    |      0.0 |        26.4 | 100.0      
16:51:14    |      0.0 |        26.4 | 100.0      
16:51:17    |      0.0 |        26.4 | 100.0      
16:51:20    |      0.0 |        26.4 | 100.0      
16:51:23    |      0.0 |        26.4 | 100.0      
16:51:26    |      0.0 |        26.4 | 100.0      
16:51:29    |      0.0 |        26.4 | 100.0      
16:51:32    |      0.0 |        26.4 | 100.0      
16:51:35    |      0.0 |        26.4 | 100.0      
16:51:38    |      0.0 |        26.4 | 100.0      
16:51:41    |      0.0 |        26.4 | 100.0      
16:51:44    |      0.0 |        26.4 | 100.0      
16:51:47    |      0.0 |        26.4 | 100.0      
16:51:50    |      0.0 |        26.4 | 100.0      
16:51:53    |      0.0 |        26.4 | 100.0      
16:51:56    |      0.0 |        26.4 | 100.0      
16:51:59    |      0.0 |        26.4 | 100.0      
16:52:02    |      0.0 |        26.4 | 100.0      
16:52:05    |      0.0 |        26.4 | 100.0      
16:52:08    |      0.0 |        26.4 | 100.0      
16:52:11    |      0.0 |        26.5 | 100.0      
16:52:14    |      0.0 |        26.5 | 100.0      
16:52:17    |      0.0 |        26.5 | 100.0      
16:52:20    |      0.0 |        26.5 | 100.0      
16:52:23    |      0.0 |        26.5 | 100.0      
16:52:26    |      0.0 |        26.5 | 100.0      
16:52:29    |      0.0 |        26.5 | 100.0      
16:52:32    |      0.0 |        26.5 | 100.0      
16:52:35    |      0.0 |        26.5 | 100.0      
16:52:38    |      0.0 |        26.5 | 100.0      
16:52:41    |      0.0 |        26.5 | 100.0      
16:52:44    |      0.0 |        26.5 | 100.0      
16:52:47    |      0.0 |        26.5 | 100.0      
16:52:50    |      0.0 |        26.9 | 100.0      
16:52:53    |      0.0 |        26.9 | 100.0      
16:52:56    |      0.0 |        26.9 | 100.0      
16:52:59    |      0.0 |        26.9 | 100.0      
16:53:02    |      0.0 |        26.9 | 100.0      
16:53:05    |      0.0 |        26.9 | 100.0      
16:53:08    |      0.0 |        26.9 | 100.0      
16:53:11    |      0.0 |        26.9 | 100.0      
16:53:15    |      0.0 |        27.0 | 100.0      
16:53:18    |      0.0 |        27.0 | 100.0      
16:53:21    |      0.0 |        27.0 | 100.0      
16:53:24    |      3.0 |        27.0 | 100.0      
16:53:27    |      0.0 |        27.0 | 100.0      
16:53:30    |      0.0 |        27.0 | 100.0      
16:53:33    |      0.0 |        27.0 | 100.0      
16:53:36    |      0.0 |        27.0 | 100.0      
16:53:39    |      0.0 |        27.0 | 100.0      
16:53:42    |      0.0 |        27.0 | 100.0      
16:53:45    |      0.0 |        27.0 | 100.0      
16:53:48    |      0.0 |        27.0 | 100.0      
16:53:51    |      0.0 |        27.0 | 100.0      
16:53:54    |      0.0 |        27.0 | 100.0      
16:53:57    |      0.0 |        27.0 | 100.0      
16:54:00    |      0.0 |        27.0 | 100.0      
16:54:03    |      0.0 |        27.0 | 100.0      
16:54:06    |      1.6 |        27.0 | 100.0      
16:54:09    |      0.0 |        27.0 | 100.0      
16:54:12    |      0.0 |        27.0 | 100.0      
16:54:15    |      0.0 |        26.9 | 100.0      
16:54:18    |      0.0 |        27.0 | 100.0      
16:54:21    |      0.0 |        27.0 | 100.0      
16:54:24    |      1.6 |        27.0 | 100.0      
16:54:27    |      0.0 |        27.0 | 100.0      
16:54:30    |      0.0 |        27.0 | 100.0      
16:54:33    |      0.0 |        27.0 | 100.0      
16:54:37    |      0.0 |        27.0 | 100.0      
16:54:40    |      0.0 |        27.0 | 100.0      
16:54:43    |      0.0 |        27.0 | 100.0      
16:54:46    |      0.0 |        27.0 | 100.0      
16:54:49    |      0.0 |        27.0 | 100.0      
16:54:52    |      0.0 |        27.0 | 100.0      
16:54:55    |      0.0 |        27.0 | 100.0      
16:54:58    |      0.0 |        27.0 | 100.0      
16:55:01    |      0.0 |        27.0 | 100.0      
16:55:04    |      0.0 |        27.0 | 100.0      
16:55:07    |      0.0 |        27.0 | 100.0      
16:55:10    |      0.0 |        27.0 | 100.0      
16:55:13    |      0.0 |        27.0 | 100.0      
16:55:16    |      0.0 |        27.0 | 100.0      
16:55:19    |      0.0 |        27.0 | 100.0      
16:55:22    |      0.0 |        27.0 | 100.0      
16:55:25    |      0.0 |        27.0 | 100.0      
16:55:28    |      0.0 |        27.0 | 100.0      
16:55:31    |      0.0 |        27.0 | 100.0      
16:55:34    |      0.0 |        27.0 | 100.0      
16:55:38    |      0.0 |        27.0 | 100.0      
16:55:41    |      0.0 |        27.0 | 100.0      
16:55:44    |      1.6 |        27.0 | 100.0      
16:55:47    |      0.0 |        27.0 | 100.0      
